VBELN,AUART,KUNNR,MATNR,KWMENG,NETWR,WADAT,WERKS,GBSTA,ERDAT
SO-57055917,OR,CUST-1057,MAT-CG-10017,126,8327622.97,2026-10-10,PL-BLR,A,2026-08-15
SO-88094160,OR,CUST-1065,MAT-CG-10008,50,2114265.29,2027-01-21,PL-CHE,B,2025-11-21
SO-93009769,CS,CUST-1010,MAT-CG-10012,103,9688299.24,2026-09-23,PL-JAI,C,2026-01-28
SO-55656032,RO,CUST-1046,MAT-CG-10017,39,2408084.3,2026-12-07,PL-DEL,C,2026-03-26
SO-21034254,OR,CUST-1029,MAT-CG-10040,147,7090036.93,2026-09-10,PL-HYD,B,2026-06-05
SO-13537870,OR,CUST-1029,MAT-CG-10043,72,338108.16,2026-10-26,PL-HYD,A,2026-01-10
SO-29512130,OR,CUST-1038,MAT-CG-10042,57,164466.14,2026-09-05,PL-JAI,B,2026-01-11
SO-83984321,RO,CUST-1025,MAT-CG-10027,144,19683807.18,2027-01-10,PL-JAI,B,2025-10-06
SO-45096899,CS,CUST-1047,MAT-CG-10037,101,9645060.48,2026-11-06,PL-AHM,A,2026-02-18
SO-82527114,OR,CUST-1010,MAT-CG-10016,83,4292485.75,2026-10-04,PL-KOL,C,2026-04-19
SO-87706490,OR,CUST-1013,MAT-CG-10051,139,4575676.68,2027-01-07,PL-PUN,B,2026-03-16
SO-56753777,CS,CUST-1090,MAT-CG-10007,60,1802768.14,2027-01-19,PL-HYD,B,2026-04-08
SO-71772215,RO,CUST-1057,MAT-CG-10037,15,1373902.11,2026-12-20,PL-DEL,A,2026-08-12
SO-85027178,CS,CUST-1008,MAT-CG-10036,116,7323474.67,2026-12-31,PL-BLR,A,2025-09-08
SO-47056223,RO,CUST-1033,MAT-CG-10023,18,5541808.51,2026-09-07,PL-JAI,B,2026-01-15
SO-63183240,OR,CUST-1085,MAT-CG-10046,36,384512.65,2027-01-15,PL-CHE,A,2026-04-26
SO-64645674,OR,CUST-1099,MAT-CG-10037,132,12161775.74,2027-02-21,PL-JAI,A,2026-08-20
SO-58096857,RO,CUST-1016,MAT-CG-10040,15,757146.56,2026-09-18,PL-JAI,A,2025-11-25
SO-36121315,OR,CUST-1077,MAT-CG-10027,43,6176805.78,2026-10-15,PL-BLR,A,2025-09-25
SO-54532115,OR,CUST-1013,MAT-CG-10032,32,889727.22,2027-01-24,PL-AHM,B,2026-02-09
SO-28590430,OR,CUST-1024,MAT-CG-10045,123,911759.97,2026-11-29,PL-BLR,C,2026-01-15
SO-22178177,OR,CUST-1034,MAT-CG-10017,129,7970450.21,2026-10-28,PL-KOL,C,2025-10-03
SO-70629837,OR,CUST-1068,MAT-CG-10006,88,1908212.73,2027-02-02,PL-MUM,B,2026-07-24
SO-22816494,OR,CUST-1001,MAT-CG-10044,97,598554.16,2027-01-13,PL-MUM,A,2026-03-09
SO-13711597,RO,CUST-1073,MAT-CG-10025,80,4556894.27,2026-09-17,PL-BLR,A,2025-10-02
SO-34398998,RO,CUST-1028,MAT-CG-10040,129,6686874.28,2026-09-24,PL-BLR,B,2026-02-13
SO-69149428,CS,CUST-1099,MAT-CG-10037,47,4113498.67,2026-10-08,PL-PUN,A,2025-10-09
SO-26144121,OR,CUST-1038,MAT-CG-10003,139,1032170.94,2027-02-21,PL-BLR,B,2025-12-01
SO-76793593,OR,CUST-1078,MAT-CG-10011,27,1970864.81,2027-02-03,PL-KOL,B,2025-09-20
SO-70120895,OR,CUST-1086,MAT-CG-10036,101,6089605.38,2026-11-25,PL-HYD,A,2026-06-12
SO-35278591,OR,CUST-1006,MAT-CG-10016,127,6053106.09,2026-12-31,PL-JAI,A,2025-11-30
SO-80778039,RO,CUST-1074,MAT-CG-10006,84,1937954.12,2027-01-11,PL-AHM,B,2025-09-28
SO-52992142,OR,CUST-1058,MAT-CG-10013,74,1577951.93,2026-11-13,PL-AHM,B,2026-01-13
SO-75829144,OR,CUST-1063,MAT-CG-10025,23,1259958.56,2027-01-21,PL-PUN,B,2026-02-05
SO-48546517,CS,CUST-1090,MAT-CG-10020,129,14483748.81,2026-09-10,PL-HYD,A,2026-03-19
SO-82851642,OR,CUST-1083,MAT-CG-10038,148,2965483.31,2026-09-12,PL-NGP,A,2026-07-30
SO-35265012,OR,CUST-1069,MAT-CG-10020,100,11223252.26,2027-02-22,PL-AHM,C,2025-12-06
SO-78282676,OR,CUST-1088,MAT-CG-10034,47,1264536.25,2026-10-24,PL-DEL,B,2026-05-20
SO-19792992,CS,CUST-1027,MAT-CG-10015,83,2947052.74,2027-01-24,PL-JAI,A,2026-07-31
SO-25613685,OR,CUST-1001,MAT-CG-10025,54,3306389.23,2027-02-15,PL-KOL,A,2026-02-05
SO-63949988,OR,CUST-1020,MAT-CG-10015,97,3274705.15,2026-11-02,PL-JAI,C,2026-04-13
SO-94045854,OR,CUST-1027,MAT-CG-10028,148,998585.77,2027-02-14,PL-CHE,B,2025-09-04
SO-65517801,OR,CUST-1036,MAT-CG-10001,108,444320.46,2026-10-18,PL-PUN,A,2025-10-20
SO-15610213,CS,CUST-1099,MAT-CG-10001,103,401620.07,2027-02-16,PL-HYD,A,2025-10-01
SO-31330395,OR,CUST-1009,MAT-CG-10008,31,1219193.14,2026-11-22,PL-BLR,C,2026-04-14
SO-48226119,RO,CUST-1037,MAT-CG-10044,103,579217.63,2027-01-23,PL-CHE,A,2026-06-23
SO-21610244,RO,CUST-1064,MAT-CG-10026,53,4986810.2,2027-01-10,PL-MUM,B,2025-12-21
SO-40688223,OR,CUST-1050,MAT-CG-10007,30,844813.16,2027-02-24,PL-DEL,A,2026-01-12
SO-68801935,CS,CUST-1019,MAT-CG-10040,96,4629895.78,2026-09-10,PL-NGP,A,2026-05-08
SO-15873085,RO,CUST-1002,MAT-CG-10047,83,700784.88,2026-11-26,PL-CHE,A,2026-02-25
SO-96454359,OR,CUST-1051,MAT-CG-10030,53,657833.89,2026-11-13,PL-NGP,A,2026-04-30
SO-55082208,CS,CUST-1093,MAT-CG-10012,51,4964370.46,2026-12-21,PL-DEL,A,2025-10-19
SO-84739562,OR,CUST-1019,MAT-CG-10034,75,1976364.68,2026-11-20,PL-MUM,A,2025-09-07
SO-79531133,RO,CUST-1003,MAT-CG-10005,106,1863766.19,2026-10-13,PL-KOL,A,2026-08-04
SO-41361578,OR,CUST-1049,MAT-CG-10010,28,1657326.75,2026-09-14,PL-AHM,B,2026-06-23
SO-85650313,RO,CUST-1010,MAT-CG-10015,11,364735.57,2026-12-30,PL-JAI,C,2026-02-07
SO-70353847,CS,CUST-1031,MAT-CG-10019,101,9489950.52,2027-02-03,PL-CHE,A,2025-10-02
SO-30553823,OR,CUST-1069,MAT-CG-10030,124,1647764.67,2026-10-27,PL-BLR,A,2025-10-01
SO-62137114,OR,CUST-1021,MAT-CG-10047,46,358879.41,2026-09-05,PL-AHM,A,2026-06-11
SO-65079123,CS,CUST-1070,MAT-CG-10003,119,980326.59,2026-12-11,PL-BLR,C,2026-02-24
SO-66524541,OR,CUST-1059,MAT-CG-10014,105,2990166.69,2026-12-22,PL-AHM,B,2026-02-18
SO-99304909,OR,CUST-1018,MAT-CG-10022,85,18027361.04,2026-10-22,PL-HYD,A,2026-05-18
SO-98493234,RO,CUST-1047,MAT-CG-10037,51,4933256.22,2027-01-18,PL-AHM,A,2025-09-28
SO-62724691,OR,CUST-1061,MAT-CG-10020,56,6337404.59,2027-02-13,PL-PUN,A,2025-10-08
SO-36764323,OR,CUST-1044,MAT-CG-10027,15,2090618.62,2026-10-10,PL-AHM,B,2026-01-14
SO-13199132,CS,CUST-1027,MAT-CG-10012,115,11111127.46,2027-02-17,PL-BLR,A,2025-09-09
SO-96065526,OR,CUST-1074,MAT-CG-10037,41,3904056.18,2026-10-20,PL-BLR,B,2026-03-14
SO-27522806,OR,CUST-1041,MAT-CG-10030,64,820235.42,2027-02-03,PL-NGP,C,2025-10-06
SO-18772342,OR,CUST-1003,MAT-CG-10003,26,190254.12,2026-09-13,PL-KOL,A,2026-03-16
SO-30213583,OR,CUST-1040,MAT-CG-10023,53,16089705.24,2026-12-01,PL-JAI,A,2025-10-29
SO-55448910,CS,CUST-1023,MAT-CG-10029,123,1027115.23,2026-09-25,PL-NGP,A,2026-06-07
SO-25896810,RO,CUST-1080,MAT-CG-10011,108,8176376.26,2027-01-21,PL-NGP,C,2025-12-26
SO-43472531,OR,CUST-1085,MAT-CG-10045,73,608847.65,2026-12-22,PL-DEL,A,2026-06-15
SO-60918146,OR,CUST-1022,MAT-CG-10025,123,7395145.36,2027-01-28,PL-KOL,B,2025-10-28
SO-70040074,OR,CUST-1063,MAT-CG-10037,48,4671347.33,2027-01-23,PL-KOL,A,2026-07-11
SO-33788142,OR,CUST-1080,MAT-CG-10024,19,656307.81,2026-12-09,PL-BLR,A,2025-09-15
SO-49238480,CS,CUST-1011,MAT-CG-10013,84,1692975.97,2027-01-04,PL-MUM,B,2025-10-25
SO-59018458,OR,CUST-1025,MAT-CG-10027,45,6238721.46,2027-01-11,PL-MUM,B,2026-03-13
SO-97161679,OR,CUST-1090,MAT-CG-10011,15,1119131.12,2026-12-23,PL-AHM,A,2026-08-03
SO-98504582,OR,CUST-1043,MAT-CG-10018,119,9412889.69,2026-10-03,PL-JAI,A,2025-11-03
SO-61092812,OR,CUST-1061,MAT-CG-10002,79,421270.09,2026-09-09,PL-CHE,C,2026-02-12
SO-78797888,OR,CUST-1053,MAT-CG-10022,95,20104681.17,2026-10-03,PL-KOL,C,2026-04-12
SO-75609708,OR,CUST-1035,MAT-CG-10036,51,2875028.46,2026-12-24,PL-DEL,C,2026-03-13
SO-13088008,OR,CUST-1098,MAT-CG-10033,31,506926.08,2026-09-19,PL-BLR,A,2026-07-21
SO-41802263,OR,CUST-1010,MAT-CG-10010,148,8768299.07,2026-09-03,PL-KOL,B,2026-07-18
SO-94691777,OR,CUST-1086,MAT-CG-10010,119,7151371.81,2026-10-01,PL-MUM,C,2026-06-13
SO-34907429,OR,CUST-1092,MAT-CG-10013,22,480941.58,2026-08-31,PL-AHM,C,2026-04-26
SO-20658492,OR,CUST-1042,MAT-CG-10014,14,392890.5,2026-10-19,PL-PUN,A,2025-12-13
SO-72976361,OR,CUST-1094,MAT-CG-10039,49,1689736.86,2026-09-15,PL-PUN,A,2025-12-07
SO-33602309,OR,CUST-1034,MAT-CG-10001,22,82116.44,2027-01-16,PL-JAI,A,2025-08-30
SO-35259577,OR,CUST-1042,MAT-CG-10008,21,894725.1,2026-10-28,PL-BLR,B,2025-10-02
SO-90739206,OR,CUST-1065,MAT-CG-10038,77,1614851.83,2026-10-25,PL-AHM,A,2026-02-28
SO-81209329,OR,CUST-1084,MAT-CG-10048,63,745243.85,2027-02-21,PL-CHE,A,2026-06-02
SO-18426588,OR,CUST-1045,MAT-CG-10005,17,310521.62,2026-09-15,PL-JAI,B,2026-07-14
SO-11610470,CS,CUST-1087,MAT-CG-10044,116,633953.31,2027-01-28,PL-KOL,C,2025-09-09
SO-86396882,OR,CUST-1094,MAT-CG-10039,18,634498.45,2026-12-24,PL-KOL,C,2025-12-21
SO-50298493,OR,CUST-1041,MAT-CG-10024,129,4612631.0,2026-10-18,PL-HYD,B,2026-05-28
SO-64993351,OR,CUST-1060,MAT-CG-10003,92,704923.28,2026-12-12,PL-PUN,B,2026-01-04
SO-61749546,OR,CUST-1004,MAT-CG-10010,38,2541459.68,2026-11-20,PL-AHM,C,2026-06-08
SO-11872359,OR,CUST-1085,MAT-CG-10026,95,9852278.57,2026-10-08,PL-JAI,A,2026-05-04
SO-62518275,OR,CUST-1020,MAT-CG-10007,6,171085.77,2026-10-20,PL-MUM,B,2026-02-04
SO-83729641,OR,CUST-1030,MAT-CG-10011,79,5795821.17,2027-02-02,PL-PUN,B,2026-01-13
SO-99360714,OR,CUST-1046,MAT-CG-10011,126,10280206.97,2026-09-17,PL-KOL,C,2025-12-22
SO-28988828,OR,CUST-1067,MAT-CG-10039,76,2715846.46,2026-10-25,PL-AHM,B,2026-08-17
SO-55443506,CS,CUST-1040,MAT-CG-10020,42,5155194.15,2026-12-18,PL-JAI,A,2025-10-21
SO-47835591,OR,CUST-1093,MAT-CG-10009,137,7172848.49,2027-02-23,PL-BLR,A,2025-11-07
SO-12376967,OR,CUST-1048,MAT-CG-10031,18,329388.47,2026-10-23,PL-KOL,C,2026-04-26
SO-47652279,RO,CUST-1044,MAT-CG-10021,123,18365879.64,2026-11-23,PL-HYD,A,2026-03-12
SO-40726021,CS,CUST-1076,MAT-CG-10051,148,4635992.07,2026-11-02,PL-PUN,B,2025-12-26
SO-78579952,OR,CUST-1050,MAT-CG-10002,82,460154.89,2027-02-06,PL-KOL,A,2025-11-26
SO-90879572,CS,CUST-1035,MAT-CG-10032,120,2952433.04,2026-12-08,PL-HYD,A,2026-06-11
SO-73585237,OR,CUST-1029,MAT-CG-10024,17,615185.2,2026-11-22,PL-KOL,B,2025-12-19
SO-46608900,OR,CUST-1063,MAT-CG-10036,39,2491225.14,2027-02-01,PL-NGP,A,2025-09-27
SO-49677387,CS,CUST-1008,MAT-CG-10013,32,679792.49,2026-10-19,PL-NGP,B,2026-04-01
SO-66772934,CS,CUST-1002,MAT-CG-10016,98,4631056.31,2026-10-22,PL-BLR,A,2026-08-11
SO-20564233,OR,CUST-1060,MAT-CG-10002,109,613773.64,2026-10-07,PL-PUN,C,2026-02-09
SO-89704535,OR,CUST-1098,MAT-CG-10036,42,2448314.57,2026-11-09,PL-PUN,A,2026-05-14
SO-48220213,OR,CUST-1076,MAT-CG-10046,118,1203264.98,2026-09-04,PL-DEL,A,2026-03-09
SO-59502450,OR,CUST-1041,MAT-CG-10036,124,7762475.9,2026-12-05,PL-NGP,A,2025-10-06
SO-63088171,OR,CUST-1042,MAT-CG-10028,84,542469.02,2026-09-08,PL-CHE,A,2025-11-07
SO-15285691,RO,CUST-1008,MAT-CG-10049,147,2338087.33,2026-10-03,PL-PUN,A,2026-07-20
SO-23724194,RO,CUST-1021,MAT-CG-10009,40,2262252.39,2026-10-30,PL-DEL,A,2026-02-22
SO-65383843,OR,CUST-1097,MAT-CG-10022,22,4254577.55,2026-12-11,PL-NGP,A,2025-11-28
SO-30801601,RO,CUST-1012,MAT-CG-10027,103,14876121.73,2026-12-23,PL-BLR,A,2026-04-12
SO-17585204,CS,CUST-1088,MAT-CG-10015,63,2256342.59,2026-09-13,PL-HYD,B,2026-08-02
SO-41227854,OR,CUST-1018,MAT-CG-10003,58,455568.98,2026-11-21,PL-AHM,C,2025-09-14
SO-78484185,OR,CUST-1064,MAT-CG-10026,6,550025.73,2027-02-25,PL-AHM,B,2026-07-20
SO-89143988,OR,CUST-1027,MAT-CG-10003,53,400606.89,2027-01-03,PL-MUM,A,2026-07-13
SO-78336772,OR,CUST-1051,MAT-CG-10038,96,1895860.42,2027-01-15,PL-MUM,C,2025-10-09
SO-84660318,OR,CUST-1066,MAT-CG-10019,70,6314592.76,2026-10-21,PL-JAI,A,2026-03-05
SO-44942491,OR,CUST-1016,MAT-CG-10013,85,1785027.47,2026-12-24,PL-MUM,B,2025-10-19
SO-64450900,OR,CUST-1024,MAT-CG-10042,133,376507.11,2026-12-08,PL-DEL,C,2026-05-10
SO-50078726,CS,CUST-1087,MAT-CG-10013,147,2903693.84,2027-01-29,PL-CHE,A,2025-12-29
SO-86080861,OR,CUST-1028,MAT-CG-10004,60,629289.64,2026-11-18,PL-MUM,A,2026-05-23
SO-77054198,CS,CUST-1050,MAT-CG-10022,54,11447520.55,2026-12-26,PL-AHM,B,2026-05-31
SO-85273310,RO,CUST-1037,MAT-CG-10032,124,3379472.63,2027-02-17,PL-HYD,A,2025-10-12
SO-14187584,RO,CUST-1007,MAT-CG-10007,2,61830.19,2026-11-09,PL-MUM,A,2026-01-08
SO-31406009,OR,CUST-1007,MAT-CG-10025,147,8365252.72,2027-02-12,PL-HYD,B,2026-02-14
SO-66034160,CS,CUST-1003,MAT-CG-10005,73,1227160.31,2026-09-08,PL-DEL,A,2026-06-12
SO-37469800,OR,CUST-1082,MAT-CG-10017,118,7643156.09,2027-02-21,PL-MUM,B,2026-05-26
SO-21555511,CS,CUST-1031,MAT-CG-10001,30,117076.91,2027-01-26,PL-NGP,A,2026-04-07
SO-74387599,OR,CUST-1094,MAT-CG-10002,146,812872.28,2026-10-25,PL-DEL,B,2025-09-10
SO-14987687,OR,CUST-1056,MAT-CG-10025,9,545700.93,2026-12-14,PL-BLR,A,2025-11-01
SO-47691414,CS,CUST-1037,MAT-CG-10003,18,145674.13,2026-10-21,PL-CHE,A,2025-09-14
SO-41516805,CS,CUST-1058,MAT-CG-10018,50,4096453.24,2027-02-13,PL-MUM,B,2026-01-13
SO-41074206,CS,CUST-1096,MAT-CG-10036,127,7121333.29,2026-12-02,PL-DEL,B,2026-02-16
SO-83093732,OR,CUST-1048,MAT-CG-10030,122,1573903.13,2026-12-04,PL-NGP,B,2026-06-10
SO-64626836,OR,CUST-1075,MAT-CG-10021,90,13114129.02,2026-12-28,PL-KOL,A,2026-06-09
SO-82782058,OR,CUST-1047,MAT-CG-10044,128,789616.31,2026-09-22,PL-JAI,A,2026-06-14
SO-96632730,OR,CUST-1058,MAT-CG-10022,93,19804900.08,2027-02-21,PL-BLR,A,2026-03-01
SO-90368575,OR,CUST-1070,MAT-CG-10033,39,687048.86,2026-10-10,PL-JAI,A,2026-05-10
SO-20971412,OR,CUST-1015,MAT-CG-10045,103,864131.92,2027-01-17,PL-MUM,B,2026-07-01
SO-44187558,RO,CUST-1086,MAT-CG-10037,3,291794.32,2026-10-28,PL-KOL,B,2026-06-25
SO-83611807,OR,CUST-1067,MAT-CG-10021,97,14642398.28,2026-12-09,PL-HYD,B,2026-02-25
SO-24284340,OR,CUST-1082,MAT-CG-10048,106,1213115.68,2026-10-09,PL-HYD,C,2026-08-23
SO-24468787,OR,CUST-1019,MAT-CG-10051,131,4275705.0,2027-02-24,PL-CHE,A,2026-01-28
SO-82741563,CS,CUST-1013,MAT-CG-10020,55,6995659.08,2026-10-18,PL-MUM,A,2026-08-08
SO-37794800,OR,CUST-1100,MAT-CG-10019,32,3005738.7,2026-09-17,PL-CHE,B,2026-06-24
SO-98796442,OR,CUST-1002,MAT-CG-10028,93,607557.06,2026-11-15,PL-KOL,B,2026-02-13
SO-67515501,RO,CUST-1076,MAT-CG-10014,79,2306128.19,2027-02-09,PL-JAI,B,2026-08-02
SO-14230279,OR,CUST-1041,MAT-CG-10044,127,721017.93,2026-11-04,PL-PUN,B,2025-11-21
SO-66734057,CS,CUST-1076,MAT-CG-10050,27,616008.32,2026-11-28,PL-PUN,A,2026-02-10
SO-21653940,OR,CUST-1033,MAT-CG-10003,126,995621.58,2026-09-21,PL-HYD,C,2025-10-04
SO-60982753,CS,CUST-1044,MAT-CG-10007,118,3350426.57,2026-12-29,PL-MUM,A,2026-03-18
SO-39065567,RO,CUST-1053,MAT-CG-10036,117,6606991.79,2027-02-22,PL-BLR,B,2025-09-12
SO-77953702,OR,CUST-1009,MAT-CG-10050,9,202018.2,2026-12-27,PL-CHE,C,2025-11-07
SO-97738439,CS,CUST-1007,MAT-CG-10025,139,7781334.91,2026-09-30,PL-NGP,B,2026-05-26
SO-31843423,OR,CUST-1038,MAT-CG-10029,77,671666.38,2026-12-18,PL-DEL,C,2026-06-05
SO-74712566,OR,CUST-1032,MAT-CG-10005,52,837651.9,2027-02-14,PL-BLR,B,2026-08-01
SO-39987280,OR,CUST-1088,MAT-CG-10020,48,5811388.88,2027-01-04,PL-HYD,C,2026-01-08
SO-23628162,OR,CUST-1018,MAT-CG-10045,31,231016.43,2027-02-01,PL-JAI,A,2026-01-11
SO-67710061,OR,CUST-1091,MAT-CG-10032,95,2495805.59,2027-02-24,PL-KOL,C,2025-11-18
SO-73573301,OR,CUST-1036,MAT-CG-10007,109,3181885.73,2027-02-26,PL-AHM,A,2026-07-21
SO-99214834,OR,CUST-1061,MAT-CG-10006,69,1527117.67,2026-11-01,PL-BLR,A,2026-08-11
SO-86560560,OR,CUST-1086,MAT-CG-10011,24,1762436.92,2027-02-15,PL-NGP,A,2025-11-11
SO-18968278,CS,CUST-1024,MAT-CG-10017,124,7856673.44,2026-09-29,PL-NGP,A,2026-04-27
SO-50311369,OR,CUST-1096,MAT-CG-10013,39,824702.4,2026-09-02,PL-KOL,A,2025-12-05
SO-25133395,RO,CUST-1086,MAT-CG-10051,5,149253.29,2027-01-13,PL-MUM,A,2026-06-14
SO-74476742,OR,CUST-1025,MAT-CG-10021,64,9670355.63,2026-12-31,PL-PUN,A,2026-07-04
SO-84226771,CS,CUST-1081,MAT-CG-10012,101,9972755.01,2026-09-18,PL-BLR,C,2026-06-19
SO-19126002,OR,CUST-1066,MAT-CG-10033,39,720549.57,2026-09-18,PL-JAI,A,2026-04-19
SO-93969764,OR,CUST-1029,MAT-CG-10041,107,8159357.01,2026-12-13,PL-MUM,B,2026-08-02
SO-13713165,OR,CUST-1086,MAT-CG-10021,103,15695367.88,2026-12-04,PL-AHM,B,2025-10-17
SO-74339388,RO,CUST-1066,MAT-CG-10015,34,1273313.47,2027-02-12,PL-BLR,A,2025-10-21
SO-76724126,OR,CUST-1056,MAT-CG-10034,75,1990751.35,2026-12-15,PL-DEL,B,2026-07-11
SO-96087267,OR,CUST-1048,MAT-CG-10046,39,406368.19,2026-11-10,PL-PUN,C,2026-03-02
SO-91241436,OR,CUST-1040,MAT-CG-10020,139,17457497.19,2026-12-29,PL-NGP,B,2026-02-07
SO-91229215,RO,CUST-1085,MAT-CG-10049,145,2325883.44,2026-10-05,PL-PUN,A,2026-07-08
SO-55957495,RO,CUST-1067,MAT-CG-10045,127,1013596.19,2026-09-16,PL-CHE,C,2026-04-08
SO-89783556,RO,CUST-1030,MAT-CG-10018,75,5737389.29,2026-11-21,PL-HYD,B,2026-05-18
SO-35749206,OR,CUST-1067,MAT-CG-10023,80,23755746.77,2026-11-10,PL-CHE,B,2026-01-18
SO-92282678,OR,CUST-1099,MAT-CG-10043,50,230275.96,2026-10-18,PL-KOL,C,2025-11-19
SO-37442758,OR,CUST-1075,MAT-CG-10036,84,5040616.35,2026-09-30,PL-CHE,C,2026-04-19
SO-34572290,CS,CUST-1064,MAT-CG-10014,88,2385074.54,2026-12-09,PL-PUN,C,2026-04-07
SO-82129763,OR,CUST-1019,MAT-CG-10037,119,10532119.47,2026-09-18,PL-CHE,A,2026-02-12
SO-10438499,OR,CUST-1025,MAT-CG-10036,102,6368448.2,2026-11-04,PL-PUN,B,2025-11-15
SO-78601151,RO,CUST-1054,MAT-CG-10038,72,1419097.21,2026-09-13,PL-AHM,C,2025-12-16
SO-73937051,OR,CUST-1050,MAT-CG-10039,29,950779.63,2026-10-05,PL-BLR,A,2026-02-19
SO-15507572,OR,CUST-1036,MAT-CG-10049,15,218782.58,2027-01-15,PL-CHE,A,2026-07-05
SO-37500238,OR,CUST-1085,MAT-CG-10048,110,1245622.96,2026-09-02,PL-DEL,A,2025-10-08
SO-48143081,OR,CUST-1031,MAT-CG-10047,72,550777.65,2027-02-05,PL-JAI,B,2026-04-09
SO-41724015,OR,CUST-1003,MAT-CG-10036,92,5546391.97,2026-11-20,PL-HYD,A,2026-02-08
SO-92717934,OR,CUST-1021,MAT-CG-10014,140,3642053.33,2027-02-04,PL-CHE,B,2026-06-21
SO-64546380,OR,CUST-1031,MAT-CG-10007,65,1903634.17,2026-10-12,PL-BLR,A,2026-04-02
SO-42047266,CS,CUST-1040,MAT-CG-10007,2,58374.23,2027-01-31,PL-AHM,B,2026-05-06
SO-21005469,OR,CUST-1092,MAT-CG-10015,27,951858.47,2026-10-08,PL-AHM,B,2026-02-10
SO-46470084,OR,CUST-1087,MAT-CG-10002,140,758324.83,2027-01-12,PL-KOL,A,2026-08-13
SO-92629511,OR,CUST-1057,MAT-CG-10032,131,3480389.18,2026-12-04,PL-BLR,C,2026-07-15
SO-32599802,OR,CUST-1027,MAT-CG-10039,98,3169310.66,2026-11-29,PL-AHM,A,2026-04-18
SO-40990266,OR,CUST-1077,MAT-CG-10046,76,860107.75,2026-09-06,PL-JAI,A,2025-09-27
SO-70699404,CS,CUST-1003,MAT-CG-10045,18,139187.63,2026-11-27,PL-KOL,B,2026-08-13
SO-69770852,OR,CUST-1012,MAT-CG-10032,113,2932575.88,2026-11-28,PL-HYD,A,2026-02-17
SO-31219581,OR,CUST-1029,MAT-CG-10017,124,8149932.85,2027-02-12,PL-NGP,B,2025-11-25
SO-61196558,OR,CUST-1007,MAT-CG-10013,11,234471.94,2026-09-23,PL-BLR,A,2025-10-12
SO-16719620,OR,CUST-1011,MAT-CG-10045,143,1127065.54,2026-11-04,PL-PUN,A,2026-03-26
SO-47381443,OR,CUST-1030,MAT-CG-10010,113,7094102.15,2026-10-12,PL-NGP,A,2026-04-27
SO-86854285,CS,CUST-1095,MAT-CG-10006,15,321434.18,2027-01-18,PL-PUN,B,2026-05-30
SO-36224131,RO,CUST-1092,MAT-CG-10016,6,274565.05,2026-09-25,PL-CHE,A,2025-11-23
SO-84281278,OR,CUST-1093,MAT-CG-10008,120,4716413.42,2027-01-14,PL-BLR,A,2026-08-19
SO-46552513,RO,CUST-1003,MAT-CG-10021,45,6648693.97,2026-09-14,PL-AHM,A,2026-05-30
SO-30925806,OR,CUST-1031,MAT-CG-10004,122,1341831.41,2026-12-03,PL-JAI,A,2025-12-30
SO-33507564,CS,CUST-1015,MAT-CG-10016,118,5907408.6,2026-10-11,PL-JAI,A,2026-07-20
SO-10076959,OR,CUST-1059,MAT-CG-10025,36,2095303.61,2027-01-03,PL-AHM,B,2025-11-19
SO-80471123,OR,CUST-1083,MAT-CG-10047,105,885919.68,2026-11-29,PL-JAI,B,2026-01-28
SO-80259009,OR,CUST-1022,MAT-CG-10049,66,1018661.31,2027-01-05,PL-BLR,A,2026-05-10
SO-50056231,OR,CUST-1078,MAT-CG-10005,96,1753873.66,2026-12-06,PL-AHM,A,2026-02-13
SO-75393775,OR,CUST-1097,MAT-CG-10002,82,414763.82,2026-12-20,PL-BLR,B,2025-10-25
SO-97116877,OR,CUST-1051,MAT-CG-10051,37,1101078.18,2026-09-04,PL-HYD,B,2026-04-16
SO-72592309,CS,CUST-1060,MAT-CG-10032,104,2674100.45,2026-10-22,PL-PUN,A,2026-01-23
SO-29533708,CS,CUST-1013,MAT-CG-10004,64,651144.24,2026-09-13,PL-KOL,B,2026-02-07
SO-20485555,RO,CUST-1038,MAT-CG-10042,112,328337.65,2027-01-09,PL-NGP,B,2026-08-03
SO-57309391,OR,CUST-1025,MAT-CG-10031,19,342471.57,2027-01-07,PL-BLR,A,2026-07-03
SO-46186255,OR,CUST-1004,MAT-CG-10010,145,9231285.69,2027-02-08,PL-NGP,A,2026-08-11
SO-54834214,RO,CUST-1059,MAT-CG-10029,105,883986.94,2026-11-22,PL-CHE,A,2026-07-28
SO-68840762,OR,CUST-1056,MAT-CG-10034,33,895608.39,2026-09-09,PL-NGP,C,2025-11-07
SO-30579604,OR,CUST-1043,MAT-CG-10033,19,335991.86,2026-12-21,PL-CHE,A,2026-06-12
SO-22507696,RO,CUST-1050,MAT-CG-10049,52,777218.25,2026-10-26,PL-MUM,A,2026-03-21
SO-36104468,OR,CUST-1073,MAT-CG-10001,36,135350.66,2026-10-08,PL-AHM,B,2025-11-06
SO-10076098,OR,CUST-1021,MAT-CG-10017,55,3617377.61,2026-11-06,PL-PUN,A,2026-05-03
SO-76234064,OR,CUST-1011,MAT-CG-10030,44,568472.39,2026-11-26,PL-JAI,C,2026-02-14
SO-87449461,RO,CUST-1071,MAT-CG-10031,68,1327001.26,2026-11-23,PL-KOL,B,2026-06-05
SO-47441996,RO,CUST-1100,MAT-CG-10043,135,639288.75,2026-10-27,PL-MUM,B,2025-12-19
